File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
D:\engine\proteus\source\core\prApplication_PC.cpp,prApplication_PC::Run(),91,58,39,15,18,1,15,43,
D:\engine\proteus\source\core\prApplication_PC.cpp,prApplication_PC::BuildType(),6,6,3,2,0,0,0,0,
D:\engine\proteus\source\core\prApplication_PC.cpp,prApplication_PC::CheckPlatform(),68,48,25,9,13,0,7,49,
D:\engine\proteus\source\core\prApplication_PC.cpp,prApplication_PC::RunningAlready(const char *pWindowName),11,10,8,3,1,0,0,0,
D:\engine\proteus\source\core\prApplication_PC.cpp,prApplication_PC::RunningAlreadyW(const TCHAR *pWindowName),11,10,8,3,1,0,0,0,
D:\engine\proteus\source\core\prApplication_PC.cpp,prApplication_PC::IsRemoteSession(),15,13,9,4,2,0,0,0,
D:\engine\proteus\source\core\prArgs.cpp,UnknownCommand(const _TCHAR* argv),14,13,7,3,1,0,0,0,
D:\engine\proteus\source\core\prArgs.cpp,prArgsParseCommandLine(LPTSTR lpCmdLine),82,63,36,13,9,0,10,25,
D:\engine\proteus\source\core\prArgs.cpp,prArgsPopNextArg(),11,10,5,4,1,0,0,0,
D:\engine\proteus\source\core\prArgs.cpp,"prArgsParseCommandLine(int argc, const char *args[])",5,4,2,0,1,0,0,0,
D:\engine\proteus\source\core\prArgs.cpp,prArgsPopNextArg(),11,10,5,4,1,0,0,0,
D:\engine\proteus\source\core\prArgs.cpp,prArgsRegisterUnknownParamHandler(UnknownParamCB cb),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\core\prArgs.cpp,prArgsGetTotalArgCount(),9,9,5,3,0,0,0,0,
D:\engine\proteus\source\core\prArgs.cpp,prArgsGetRemainingArgCount(),9,9,5,3,0,0,0,0,
D:\engine\proteus\source\core\prArgs.cpp,prArgsParseFailed(),2,2,2,1,0,0,0,0,
D:\engine\proteus\source\core\prArgs.cpp,prArgsShowHelp(),5,5,5,0,0,0,0,0,
D:\engine\proteus\source\core\prATB.cpp,prATBInit(),12,11,7,2,1,0,0,0,
D:\engine\proteus\source\core\prATB.cpp,prATBIsInit(),2,2,2,1,0,0,0,0,
D:\engine\proteus\source\core\prATB.cpp,"prATBUpdate(HWND hwnd, UINT msg, WPARAM wParam, LPARAM lParam)",11,10,5,4,1,0,0,0,
D:\engine\proteus\source\core\prATB.cpp,prATBDraw(),6,6,3,1,0,0,0,0,
D:\engine\proteus\source\core\prATB.cpp,prATBSetShow(bool state),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\core\prATB.cpp,prATBGetShow(),2,2,2,1,0,0,0,0,
D:\engine\proteus\source\core\prBitArray.cpp,prBitArray::prBitArray(s32 bitCount),16,15,11,1,1,0,0,0,
D:\engine\proteus\source\core\prBitArray.cpp,prBitArray::~prBitArray(),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\core\prBitArray.cpp,prBitArray::prBitArray(const prBitArray& bitArray),11,10,8,1,1,0,0,0,
D:\engine\proteus\source\core\prBitArray.cpp,prBitArray::Set(s32 index),12,11,7,2,1,0,0,0,
D:\engine\proteus\source\core\prBitArray.cpp,prBitArray::Clear(s32 index),12,11,7,2,1,0,0,0,
D:\engine\proteus\source\core\prBitArray.cpp,prBitArray::Flip(s32 index),12,11,7,2,1,0,0,0,
D:\engine\proteus\source\core\prBitArray.cpp,prBitArray::ClearAll(),9,9,5,2,0,0,0,0,
D:\engine\proteus\source\core\prBitArray.cpp,prBitArray::SetAll(),9,9,5,2,0,0,0,0,
D:\engine\proteus\source\core\prBitArray.cpp,prBitArray::Test(s32 index) const,14,12,8,4,2,0,0,0,
D:\engine\proteus\source\core\prCore.cpp,"prCoreCreate(prRendererType rendererType, prVerType version)",169,127,74,27,30,0,12,42,
D:\engine\proteus\source\core\prCore.cpp,"prCoreCreateOptional(s32 *optionalSystems, u32 count)",122,107,50,17,8,0,7,18,
D:\engine\proteus\source\core\prCore.cpp,prCoreDestroy(),11,9,5,2,0,0,2,14,
D:\engine\proteus\source\core\prCore.cpp,prCoreExist(),2,2,2,1,0,0,0,0,
D:\engine\proteus\source\core\prCore.cpp,prCoreComponentExist(s32 systemID),16,14,8,3,2,0,0,0,
D:\engine\proteus\source\core\prCore.cpp,prCoreGetComponent(u32 systemID),14,13,7,4,1,0,0,0,
D:\engine\proteus\source\core\prCoreSystem.cpp,"prCoreSystem::prCoreSystem(u32 id, const char *pName)",2,2,2,0,0,0,0,0,
D:\engine\proteus\source\core\prCoreSystem.cpp,prCoreSystem::~prCoreSystem(),1,1,1,0,0,0,0,0,
D:\engine\proteus\source\core\prMessageManager.cpp,prMessageManager::prMessageManager(),1,1,1,0,0,0,0,0,
D:\engine\proteus\source\core\prMessageManager.cpp,prMessageManager::~prMessageManager(),1,1,1,0,0,0,0,0,
D:\engine\proteus\source\core\prMessageManager.cpp,prMessageManager::Register(prMessageHandler *handler),15,12,8,2,2,0,1,4,
D:\engine\proteus\source\core\prMessageManager.cpp,prMessageManager::Unregister(prMessageHandler *handler),3,3,3,0,0,0,0,0,
D:\engine\proteus\source\core\prMessageManager.cpp,prMessageManager::Send(prGameMessage &msg),8,7,5,1,1,0,0,0,
D:\engine\proteus\source\core\prRegistry.cpp,prRegistry::prRegistry(),48,37,25,1,8,0,3,8,
D:\engine\proteus\source\core\prRegistry.cpp,prRegistry::~prRegistry(),1,1,1,0,0,0,0,0,
D:\engine\proteus\source\core\prRegistry.cpp,"prRegistry::AddKey(std::string key, std::string value)",8,8,3,1,0,0,0,0,
D:\engine\proteus\source\core\prRegistry.cpp,"prRegistry::SetValue(std::string key, std::string value)",16,13,9,4,3,0,0,0,
D:\engine\proteus\source\core\prRegistry.cpp,"prRegistry::SetValue(std::string key, s32 value)",16,13,9,4,3,0,0,0,
D:\engine\proteus\source\core\prRegistry.cpp,prRegistry::GetValue(std::string key),12,10,6,4,2,0,0,0,
D:\engine\proteus\source\core\prRegistry.cpp,prRegistry::ShowKeyValuePairs(),18,13,7,2,5,0,0,0,
D:\engine\proteus\source\core\prResource.cpp,prResource::prResource(const char *filename),16,10,10,0,3,0,3,10,
D:\engine\proteus\source\core\prResource.cpp,prResource::~prResource(),1,1,1,0,0,0,0,0,
D:\engine\proteus\source\core\prResourceManager.cpp,prResourceManager::prResourceManager(),1,1,1,0,0,0,0,0,
D:\engine\proteus\source\core\prResourceManager.cpp,prResourceManager::~prResourceManager(),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\core\prResourceManager.cpp,prResourceManager::Unload(prResource *resource),24,18,12,2,6,0,0,0,
D:\engine\proteus\source\core\prResourceManager.cpp,prResourceManager::Find(const char *filename),30,23,17,5,5,0,2,10,
D:\engine\proteus\source\core\prResourceManager.cpp,prResourceManager::DisplayUsage(),42,34,17,3,8,6,0,13,
D:\engine\proteus\source\core\prResourceManager.cpp,prResourceManager::Count() const,9,7,5,2,2,0,0,0,
D:\engine\proteus\source\core\prResourceManager.cpp,prResourceManager::Clear(),23,19,13,3,4,0,0,0,
D:\engine\proteus\source\core\prResourceManager.cpp,prResourceManager::Add(prResource *resource),8,5,5,0,3,0,0,0,
D:\engine\proteus\source\core\prString.cpp,prString::prString(),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\core\prString.cpp,prString::prString(const char *text),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\core\prString.cpp,prString::prString(const prString &str),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\core\prString.cpp,prString::Clear(),3,3,3,0,0,0,0,0,
D:\engine\proteus\source\core\prString.cpp,prString::Set(const char *text),23,18,14,2,2,0,3,5,
D:\engine\proteus\source\core\prString.cpp,prString::Append(const prString &str),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\core\prString.cpp,prString::Append(const char *text),12,10,5,2,2,0,0,0,
D:\engine\proteus\source\core\prString.cpp,prString::TrimFront(),15,13,7,3,2,0,0,0,
D:\engine\proteus\source\core\prString.cpp,prString::TrimBack(),5,5,3,1,0,0,0,0,
D:\engine\proteus\source\core\prString.cpp,prString::Trim(),3,3,3,0,0,0,0,0,
D:\engine\proteus\source\core\prString.cpp,prString::Compare(const char *text),2,2,2,1,0,0,0,0,
D:\engine\proteus\source\core\prString.cpp,prString::Compare(const prString &str),2,2,2,1,0,0,0,0,
D:\engine\proteus\source\core\prString.cpp,"prString::Replace(char findChar, char replaceChar)",13,11,6,3,2,0,0,0,
D:\engine\proteus\source\core\prString.cpp,prString::ToUpper(),8,7,5,1,1,0,0,0,
D:\engine\proteus\source\core\prString.cpp,prString::ToLower(),8,7,5,1,1,0,0,0,
D:\engine\proteus\source\core\prString.cpp,"prString::Sprintf(const char *fmt, ...)",31,22,13,2,5,0,4,12,
D:\engine\proteus\source\core\prString.cpp,prString::operator +(const prString& rhs) const,4,4,4,1,0,0,0,0,
D:\engine\proteus\source\core\prString.cpp,prString::operator +(const char rhs) const,10,10,7,1,0,0,0,0,
D:\engine\proteus\source\core\prString.cpp,prString::operator +(const s8 rhs) const,10,10,7,1,0,0,0,0,
D:\engine\proteus\source\core\prString.cpp,prString::operator +(const s16 rhs) const,10,10,7,1,0,0,0,0,
D:\engine\proteus\source\core\prString.cpp,prString::operator +(const s32 rhs) const,10,10,7,1,0,0,0,0,
D:\engine\proteus\source\core\prString.cpp,prString::operator +(const f32 rhs) const,10,10,7,1,0,0,0,0,
D:\engine\proteus\source\core\prString.cpp,prString::operator +(const s64 rhs) const,10,10,7,1,0,0,0,0,
D:\engine\proteus\source\core\prString.cpp,prString::operator +(const f64 rhs) const,10,10,7,1,0,0,0,0,
D:\engine\proteus\source\core\prString.cpp,prString::operator [](unsigned int index),3,3,3,1,0,0,0,0,
D:\engine\proteus\source\core\prStringUtil.cpp,prStringHash(const char* string),13,10,8,2,3,0,0,0,
D:\engine\proteus\source\core\prStringUtil.cpp,"prStringReplaceChar(char *string, char search, char replace)",14,12,7,3,2,0,0,0,
D:\engine\proteus\source\core\prStringUtil.cpp,prStringIsNumber(const char *string),24,18,10,7,4,0,2,6,
D:\engine\proteus\source\core\prStringUtil.cpp,"prStringFindLastIndex(const char* string, char character)",23,18,12,4,5,0,0,0,
D:\engine\proteus\source\core\prStringUtil.cpp,"prStringFindFirstIndex(const char* string, char character)",21,17,11,5,4,0,0,0,
D:\engine\proteus\source\core\prStringUtil.cpp,"prStringWriteNumber(u32 number, u32 base, bool sign, s32 leading, bool upper, char *stream)",64,40,26,8,18,0,6,16,
D:\engine\proteus\source\core\prStringUtil.cpp,"prStringIntToString(s32 num, char *buffer, u32 bufferSize)",22,15,11,2,6,0,1,3,
D:\engine\proteus\source\core\prStringUtil.cpp,"prStringCopySafe(char* dst, const char* src, u32 destSize)",22,13,11,2,7,0,2,16,
D:\engine\proteus\source\core\prStringUtil.cpp,"prStringPrintf(const char* fmt, ...)",23,18,11,2,4,0,1,3,
D:\engine\proteus\source\core\prStringUtil.cpp,"prStringSprintf(char *buffer, s32 bufferSize, const char* fmt, ...)",24,19,12,1,4,0,1,3,
D:\engine\proteus\source\core\prStringUtil.cpp,prStringToLower(char* string),12,10,6,2,2,0,0,0,
D:\engine\proteus\source\core\prStringUtil.cpp,prStringToUpper(char* string),14,11,7,2,3,0,0,0,
D:\engine\proteus\source\core\prStringUtil.cpp,prStringLength(const char *string),12,8,6,3,3,0,1,4,
D:\engine\proteus\source\core\prStringUtil.cpp,prStringLengthW(const wchar_t *string),12,8,6,3,3,0,1,4,
D:\engine\proteus\source\core\prStringUtil.cpp,"prStringWordWrap(char *string, u32 max_string_width)",65,38,24,6,11,5,16,135,
D:\engine\proteus\source\core\prStringUtil.cpp,prStringRemoveNewLines(char *string),14,11,6,3,2,0,1,2,
D:\engine\proteus\source\core\prStringUtil.cpp,"prStringCompare(const char *firstString, const char *secondString)",32,24,14,9,5,0,3,10,
D:\engine\proteus\source\core\prStringUtil.cpp,"prStringCompareW(const wchar_t *firstString, const wchar_t *secondString)",32,24,14,9,5,0,3,10,
D:\engine\proteus\source\core\prStringUtil.cpp,"prStringCompareNoCase(const char *firstString, const char *secondString)",35,26,16,9,6,0,3,10,
D:\engine\proteus\source\core\prStringUtil.cpp,"prStringCompareNoCase(const char *firstString, const char *secondString, int max)",45,32,20,11,9,0,4,14,
D:\engine\proteus\source\core\prStringUtil.cpp,"prStringCopyUntil(char *src, char *dst, char until)",16,11,7,3,3,0,2,12,
D:\engine\proteus\source\core\prStringUtil.cpp,"prStringFindSubString(char *string, char *search)",35,24,14,7,4,0,7,33,
D:\engine\proteus\source\core\prStringUtil.cpp,"prStringCopy(const char *src, char *dst)",17,12,8,3,4,0,1,3,
D:\engine\proteus\source\core\prStringUtil.cpp,"prStringAddString(const char *src, char *dst)",21,13,9,4,5,0,3,11,
D:\engine\proteus\source\core\prStringUtil.cpp,"prStringAddChar(char *string, char character)",8,7,5,2,1,0,0,0,
D:\engine\proteus\source\core\prStringUtil.cpp,prStringToHex(const char* string),38,29,19,6,9,0,0,0,
D:\engine\proteus\source\core\prStringUtil.cpp,prStringContainsCharacters(const char* text),22,19,9,5,3,0,0,0,
D:\engine\proteus\source\core\prStringUtil.cpp,"prStringParseInts(const char* text, s32 &a, s32 &b)",15,12,8,3,3,0,0,0,
D:\engine\proteus\source\core\prStringUtil.cpp,"prStringParseInts(const char* text, s32 &a, s32 &b, s32 &c)",28,23,15,6,5,0,0,0,
D:\engine\proteus\source\core\prStringUtil.cpp,"prStringParseFloats(const char* text, f32 &a, f32 &b)",15,12,8,3,3,0,0,0,
D:\engine\proteus\source\core\prStringUtil.cpp,"prStringParseFloats(const char* text, f32 &a, f32 &b, f32 &c)",28,23,15,6,5,0,0,0,
D:\engine\proteus\source\core\prStringUtil.cpp,"prStringFind(const char* string, char character)",21,17,11,5,4,0,0,0,
D:\engine\proteus\source\core\prStringUtil.cpp,"prStringExtractUtf8(const char *string, s32 &extracted)",34,30,22,2,3,0,1,3,
D:\engine\proteus\source\core\prStringUtil.cpp,"prStringParseControls(const char *text, char *buffer)",38,32,21,6,6,0,0,0,
D:\engine\proteus\source\core\prStringUtil.cpp,"prSprintf(char *buffer, const char* fmt, ...)",21,17,10,1,3,0,1,3,
D:\engine\proteus\source\core\prStringUtil.cpp,prStringDup(const char* str),17,15,9,4,2,0,0,0,
D:\engine\proteus\source\core\prVersion.cpp,"prGetVersion(int &major, int &minor, int &revision)",4,4,4,0,0,0,0,0,
D:\engine\proteus\source\core\prVersion.cpp,prGetVersionAsString(),10,8,5,1,2,0,0,0,
D:\engine\proteus\source\core\prWindow.cpp,prWindow::prWindow(),8,8,8,0,0,0,0,0,
D:\engine\proteus\source\core\prWindow.cpp,prWindow::~prWindow(),1,1,1,0,0,0,0,0,
D:\engine\proteus\source\core\prWindowProcedure.cpp,"MouseMove(HWND hwnd, WPARAM wParam, LPARAM lParam)",35,31,21,3,3,0,1,3,
D:\engine\proteus\source\core\prWindowProcedure.cpp,"MouseUpdate(s32 x, s32 y, u32 flags)",7,7,5,1,0,0,0,0,
D:\engine\proteus\source\core\prWindowProcedure.cpp,MouseWheelUpdate(float delta),8,8,6,1,0,0,0,0,
D:\engine\proteus\source\core\prWindowProcedure.cpp,"WindowMessage_Activate(prWindow* window, HWND hwnd, UINT msg, WPARAM wParam, LPARAM lParam)",32,29,17,4,3,2,0,4,
D:\engine\proteus\source\core\prWindowProcedure.cpp,"WindowMessage_Destroy(prWindow* window, HWND hwnd, UINT msg, WPARAM wParam, LPARAM lParam)",24,15,11,1,4,0,5,14,
D:\engine\proteus\source\core\prWindowProcedure.cpp,prSetApplicationForWindowProcedure(prApplication *app),7,5,3,0,1,0,1,2,
D:\engine\proteus\source\core\prWindowProcedure.cpp,"prWindowProcedure(HWND hwnd, UINT msg, WPARAM wParam, LPARAM lParam)",134,101,48,28,19,3,14,78,
D:\engine\proteus\source\core\prWindow_Android.cpp,prWindow_Android::prWindow_Android(),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\core\prWindow_Android.cpp,prWindow_Android::~prWindow_Android(),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\core\prWindow_Android.cpp,"prWindow_Android::Create(u32 width, u32 height, u32 bits, bool fullScreen)",20,12,11,1,4,1,4,18,
D:\engine\proteus\source\core\prWindow_Android.cpp,prWindow_Android::Destroy(),1,1,1,0,0,0,0,0,
D:\engine\proteus\source\core\prWindow_Android.cpp,"prWindow_Android::Resize(u32 width, u32 height)",27,15,14,1,7,0,5,30,
D:\engine\proteus\source\core\prWindow_Android.cpp,prWindow_Android::SetTitle(const char *title),5,5,3,1,0,0,0,0,
D:\engine\proteus\source\core\prWindow_Ios.cpp,prWindow_Ios::prWindow_Ios(),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\core\prWindow_Ios.cpp,prWindow_Ios::~prWindow_Ios(),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\core\prWindow_Ios.cpp,"prWindow_Ios::Create(u32 width, u32 height, u32 bits, bool fullScreen)",20,12,11,1,4,1,4,18,
D:\engine\proteus\source\core\prWindow_Ios.cpp,prWindow_Ios::Destroy(),1,1,1,0,0,0,0,0,
D:\engine\proteus\source\core\prWindow_Ios.cpp,"prWindow_Ios::Resize(u32 width, u32 height)",27,15,14,1,7,0,5,30,
D:\engine\proteus\source\core\prWindow_Ios.cpp,prWindow_Ios::SetTitle(const char *title),5,5,3,1,0,0,0,0,
D:\engine\proteus\source\core\prWindow_Linux.cpp,prWindow_Linux::prWindow_Linux(),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\core\prWindow_Linux.cpp,prWindow_Linux::~prWindow_Linux(),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\core\prWindow_Linux.cpp,"prWindow_Linux::Create(u32 width, u32 height, u32 bits, bool fullScreen)",20,14,12,2,4,0,2,8,
D:\engine\proteus\source\core\prWindow_Linux.cpp,prWindow_Linux::Destroy(),1,1,1,0,0,0,0,0,
D:\engine\proteus\source\core\prWindow_Linux.cpp,"prWindow_Linux::Resize(u32 width, u32 height)",27,15,14,1,7,0,5,30,
D:\engine\proteus\source\core\prWindow_Linux.cpp,prWindow_Linux::SetTitle(const char *title),5,5,3,1,0,0,0,0,
D:\engine\proteus\source\core\prWindow_PC.cpp,prWindow_PC::prWindow_PC(),5,5,5,0,0,0,0,0,
D:\engine\proteus\source\core\prWindow_PC.cpp,prWindow_PC::~prWindow_PC(),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\core\prWindow_PC.cpp,"prWindow_PC::Create(u32 width, u32 height, u32 bits, bool fullScreen)",86,53,39,14,22,0,11,47,
D:\engine\proteus\source\core\prWindow_PC.cpp,"prWindow_PC::CreateTool(u32 width, u32 height, u32 menuID, u32 iconID, const TCHAR *title)",79,48,38,11,21,0,10,46,
D:\engine\proteus\source\core\prWindow_PC.cpp,prWindow_PC::Destroy(),76,54,34,10,11,0,11,44,
D:\engine\proteus\source\core\prWindow_PC.cpp,"prWindow_PC::Resize(u32 width, u32 height)",27,15,14,1,7,0,5,30,
D:\engine\proteus\source\core\prWindow_PC.cpp,prWindow_PC::SetTitle(const TCHAR *title),24,19,13,3,4,0,1,2,
D:\engine\proteus\source\core\prWindow_PC.cpp,prWindow_PC::SetTitle(const char *title),15,13,7,3,1,0,1,2,
D:\engine\proteus\source\core\prWindow_PC.cpp,prWindow_PC::CenterWindow(HWND hwnd),21,13,13,0,5,0,3,12,
D:\engine\proteus\source\core\prWindow_PC.cpp,prWindow_PC::ChangeToFullScreen(),21,14,12,3,6,5,1,34,
D:\engine\proteus\source\core\prWindow_PC.cpp,"prWindow_PC::CreateOpenGLWindow(u32 menuID, u32 iconID)",69,49,26,6,15,14,5,70,
D:\engine\proteus\source\core\prWindow_PC.cpp,"prWindow_PC::RegisterWindowClass(u32 menuID, u32 iconID)",23,20,18,3,3,0,0,0,
D:\engine\proteus\source\core\prWindow_PC.cpp,prWindow_PC::SetOpenGLPixelFormat(),44,36,13,5,6,18,2,70,
D:\engine\proteus\source\core\prMacros.h,PRSAFE_RELEASE(p),1,1,2,0,0,0,0,0,
D:\engine\proteus\source\core\prList.inl,prList<T>::prList(),5,5,5,0,0,0,0,0,
D:\engine\proteus\source\core\prList.inl,prList<T>::~prList(),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\core\prList.inl,prList<T>::Clear(),19,16,12,2,2,0,1,7,
D:\engine\proteus\source\core\prList.inl,prList<T>::AddHead(prNode* node),9,6,5,1,3,0,0,0,
D:\engine\proteus\source\core\prList.inl,prList<T>::AddTail(prNode* node),9,6,5,1,3,0,0,0,
D:\engine\proteus\source\core\prList.inl,prList<T>::AddHead(T item),10,7,6,1,3,0,0,0,
D:\engine\proteus\source\core\prList.inl,prList<T>::AddTail(T item),10,7,6,1,3,0,0,0,
D:\engine\proteus\source\core\prList.inl,prList<T>::Remove(const T &item),3,3,3,0,0,0,0,0,
D:\engine\proteus\source\core\prList.inl,prList<T>::Remove(prNode* node),61,44,24,6,7,0,10,55,
D:\engine\proteus\source\core\prList.inl,"prList<T>::Insert(prNode* curr, const T &item, const prInsertPos insert)",12,8,7,1,4,0,0,0,
D:\engine\proteus\source\core\prList.inl,"prList<T>::Insert(prNode* curr, prNode* node, const prInsertPos insert)",9,7,6,1,2,0,0,0,
D:\engine\proteus\source\core\prList.inl,prList<T>::Destroy(),46,36,24,5,8,0,2,18,
D:\engine\proteus\source\core\prList.inl,prList<T>::RemoveAt(int index),16,14,10,2,2,0,0,0,
D:\engine\proteus\source\core\prList.inl,"prList<T>::RemoveRange(int start, int end)",17,14,10,2,3,1,0,10,
D:\engine\proteus\source\core\prList.inl,prList<T>::AddNodeToHead(prNode* node),18,16,12,1,2,4,0,36,
D:\engine\proteus\source\core\prList.inl,prList<T>::AddNodeToTail(prNode* node),18,16,12,1,2,4,0,35,
D:\engine\proteus\source\core\prList.inl,"prList<T>::InsertNode(prNode* curr, prNode* node, const prInsertPos insert)",39,30,18,5,7,0,2,12,
D:\engine\proteus\source\debug\prAssert.cpp,"prAssertPrint(const char *cond, const char *file, const char *function, int line, const char *fmt, ...)",35,26,14,2,5,0,4,9,
D:\engine\proteus\source\debug\prAssert.cpp,"prPanicPrint(const char *file, const char *function, int line, const char *fmt, ...)",27,20,13,1,4,0,3,8,
D:\engine\proteus\source\debug\prAssert.cpp,"prWarnPrint(const char *file, const char *function, int line, const char *fmt, ...)",27,20,13,1,4,0,3,8,
D:\engine\proteus\source\debug\prAssert_Android.cpp,"prAssertPrint(const char *cond, const char *file, const char *function, int line, const char *fmt, ...)",29,22,14,2,5,0,2,4,
D:\engine\proteus\source\debug\prAssert_Android.cpp,"prPanicPrint(const char *file, const char *function, int line, const char *fmt, ...)",27,21,13,1,4,0,2,4,
D:\engine\proteus\source\debug\prAssert_Android.cpp,"prWarnPrint(const char *file, const char *function, int line, const char *fmt, ...)",27,21,13,1,4,0,2,4,
D:\engine\proteus\source\debug\prAssert_Ios.cpp,"prAssertPrint(const char *cond, const char *file, const char *function, int line, const char *fmt, ...)",29,22,14,2,5,0,2,4,
D:\engine\proteus\source\debug\prAssert_Ios.cpp,"prPanicPrint(const char *file, const char *function, int line, const char *fmt, ...)",27,21,13,1,4,0,2,4,
D:\engine\proteus\source\debug\prAssert_Ios.cpp,"prWarnPrint(const char *file, const char *function, int line, const char *fmt, ...)",27,21,13,1,4,0,2,4,
D:\engine\proteus\source\debug\prAssert_Linux.cpp,"prAssertPrint(const char *cond, const char *file, const char *function, int line, const char *fmt, ...)",29,22,14,2,5,0,2,4,
D:\engine\proteus\source\debug\prAssert_Linux.cpp,"prPanicPrint(const char *file, const char *function, int line, const char *fmt, ...)",27,21,13,1,4,0,2,4,
D:\engine\proteus\source\debug\prAssert_Linux.cpp,"prWarnPrint(const char *file, const char *function, int line, const char *fmt, ...)",27,21,13,1,4,0,2,4,
D:\engine\proteus\source\debug\prConsoleWindow.cpp,HandlerRoutine(DWORD dwCtrlType),3,3,3,1,0,0,0,0,
D:\engine\proteus\source\debug\prConsoleWindow.cpp,"prConsoleWindow::prConsoleWindow(const TCHAR *name, int width, int height)",80,57,36,7,18,0,5,9,
D:\engine\proteus\source\debug\prConsoleWindow.cpp,prConsoleWindow::~prConsoleWindow(),8,7,5,1,1,0,0,0,
D:\engine\proteus\source\debug\prConsoleWindow.cpp,prConsoleWindow::CloseHandles(),18,16,10,3,2,0,0,0,
D:\engine\proteus\source\debug\prConsoleWindow.cpp,prConsoleWindow::DisplayCloseMessage(),8,7,5,1,1,0,0,0,
D:\engine\proteus\source\debug\prDebug.cpp,prDebugShowLastError(const char *msg),39,31,13,2,8,0,0,0,
D:\engine\proteus\source\debug\prDebug.cpp,prOutputString(const char *text),27,20,8,1,7,0,0,0,
D:\engine\proteus\source\debug\prFps.cpp,prFps::prFps(),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\debug\prFps.cpp,prFps::~prFps(),1,1,1,0,0,0,0,0,
D:\engine\proteus\source\debug\prFps.cpp,prFps::Reset(),5,5,5,0,0,0,0,0,
D:\engine\proteus\source\debug\prFps_PC.cpp,prFps_PC::prFps_PC(),13,11,7,1,2,0,0,0,
D:\engine\proteus\source\debug\prFps_PC.cpp,prFps_PC::~prFps_PC(),1,1,1,0,0,0,0,0,
D:\engine\proteus\source\debug\prFps_PC.cpp,prFps_PC::Reset(),6,5,5,0,1,0,0,0,
D:\engine\proteus\source\debug\prFps_PC.cpp,prFps_PC::Begin(),7,6,4,1,1,0,0,0,
D:\engine\proteus\source\debug\prFps_PC.cpp,prFps_PC::End(),30,21,13,4,5,3,4,31,
D:\engine\proteus\source\debug\prOnScreenLogger.cpp,prOnScreenLogger::prOnScreenLogger(),3,3,3,0,0,0,0,0,
D:\engine\proteus\source\debug\prOnScreenLogger.cpp,prOnScreenLogger::~prOnScreenLogger(),21,16,10,3,2,0,3,18,
D:\engine\proteus\source\debug\prOnScreenLogger.cpp,"prOnScreenLogger::Add(const char *message, ...)",23,17,13,2,3,0,3,6,
D:\engine\proteus\source\debug\prOnScreenLogger.cpp,"prOnScreenLogger::Draw(u32 xpos, u32 ypos, prFixedWidthFont::prFixedWidthAlignment alignment)",51,37,21,8,8,0,6,14,
D:\engine\proteus\source\debug\prOnScreenLogger.cpp,prOnScreenLogger::Clear(),7,7,5,1,0,0,0,0,
D:\engine\proteus\source\debug\prOnScreenLogger.cpp,prOnScreenLogger::Count() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\debug\prTrace.cpp,"prTrace(const char *fmt, ...)",90,67,39,10,14,0,9,47,
D:\engine\proteus\source\debug\prTrace.cpp,prTraceEnable(bool state),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\debug\prTrace.cpp,prTraceRemoveDuplicates(bool state),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\debug\prTrace.cpp,prTraceLogClear(),10,8,4,1,2,0,0,0,
D:\engine\proteus\source\debug\prTrace.cpp,"prLog(const char* fmt, ...)",1,1,1,0,0,0,0,0,
D:\engine\proteus\source\display\prBackground.cpp,prBackground::prBackground(const char *filename),77,58,47,3,11,0,8,27,
D:\engine\proteus\source\display\prBackground.cpp,prBackground::~prBackground(),9,8,6,1,1,0,0,0,
D:\engine\proteus\source\display\prBackground.cpp,prBackground::Draw(),35,25,19,3,7,0,3,8,
D:\engine\proteus\source\display\prBackground.cpp,prBackground::SetColour(prColour c),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\display\prBackground.cpp,prBackground::ParseFile(TiXmlNode* pParent),27,22,11,5,3,0,2,4,
D:\engine\proteus\source\display\prBackground.cpp,prBackground::ParseAttribs_File(TiXmlElement* pElement),10,7,5,1,2,0,1,4,
D:\engine\proteus\source\display\prBackground.cpp,prBackground::ParseAttribs_Background(TiXmlElement* pElement),31,22,16,2,6,0,3,11,
